Date,BadgerysCreek,Newcastle,NorahHead,Penrith,Richmond,Sydney,SydneyAirport,Williamtown,Wollongong
2009-02-07,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-10,2.0,0.8,7.4,3.2,2.8,3.4,1.2,0.0,3.2
2009-02-11,4.6,13.4,13.8,6.6,4.6,5.6,2.8,15.0,1.4
2009-02-12,4.2,13.2,13.8,1.6,0.0,0.6,4.8,11.0,12.6
2009-02-13,1.0,45.4,16.0,0.8,7.6,23.2,1.8,31.2,1.4
2009-02-14,21.2,3.6,14.2,28.0,18.2,19.6,41.8,2.2,0.4
2009-02-15,36.0,147.2,26.6,32.8,27.6,25.6,14.0,134.8,31.6
2009-02-16,23.4,13.8,19.2,34.6,39.8,16.4,16.6,14.4,23.2
2009-02-17,0.8,0.0,2.2,3.8,3.4,3.8,3.6,0.0,7.2
2009-02-18,9.8,22.6,23.6,10.8,13.6,24.6,15.0,19.4,16.8
2009-02-19,0.0,0.0,0.0,0.0,0.0,1.4,0.6,0.0,0.0
2009-02-20,0.2,2.6,0.0,0.4,5.0,0.0,0.0,0.0,5.8
2009-02-21,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.8
2009-02-22,0.2,0.0,0.0,10.0,24.6,2.2,2.6,1.0,7.6
2009-02-23,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2009-02-24,4.2,1.4,1.6,3.2,8.2,0.8,0.0,0.2,0.4
2009-02-25,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0
2009-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0
2009-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2009-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0
2009-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
2009-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-09,12.4,0.0,0.0,8.8,17.4,36.8,0.0,0.0,0.4
2009-03-10,0.8,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.4
2009-03-11,0.2,0.0,3.6,0.0,0.0,0.0,0.4,0.0,0.0
2009-03-12,4.8,0.0,0.0,2.8,2.6,1.2,0.0,3.2,1.6
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-14,0.0,3.2,0.0,2.0,3.4,0.0,0.0,2.0,0.8
2009-03-15,24.6,4.2,2.2,10.4,13.6,17.0,25.6,4.4,2.0
2009-03-16,0.0,0.4,7.6,0.2,0.2,0.4,0.2,0.0,0.0
2009-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-20,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-22,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-23,0.0,0.0,0.0,0.0,0.2,0.2,1.4,0.0,1.6
2009-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-26,24.8,0.0,0.0,18.2,28.6,1.4,3.8,0.0,3.2
2009-03-27,3.8,2.2,17.8,0.2,0.2,0.4,0.8,1.4,3.8
2009-03-28,0.2,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.6
2009-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,3.2,35.2,17.0,2.4,3.8,2.6,1.6,20.8,5.0
2009-04-01,32.0,21.8,8.2,36.8,58.4,46.0,43.4,25.4,16.4
2009-04-02,15.4,67.0,29.8,27.8,16.4,11.4,4.0,84.4,15.2
2009-04-03,4.0,0.0,2.2,2.4,6.8,5.0,5.2,0.8,10.4
2009-04-04,1.8,0.0,0.8,1.4,0.8,3.0,1.2,0.4,2.6
2009-04-05,0.0,2.0,0.8,0.0,0.0,0.0,0.0,2.6,0.0
2009-04-06,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2009-04-07,0.0,0.0,7.6,0.0,0.0,0.2,0.0,3.4,0.0
2009-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2009-04-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
2009-04-10,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2009-04-11,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-12,0.8,0.0,0.0,1.2,1.2,0.2,0.4,0.2,1.8
2009-04-13,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,4.2
2009-04-14,13.0,4.0,5.4,6.2,3.4,48.0,83.2,1.8,49.0
2009-04-15,0.4,0.0,0.2,0.0,0.2,0.2,19.4,0.0,0.0
2009-04-16,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
2009-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-18,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-19,0.0,14.0,6.0,0.0,0.0,13.4,4.2,41.0,0.0
2009-04-20,3.2,10.0,14.0,7.8,7.0,9.0,5.0,23.2,27.6
2009-04-21,2.4,8.8,0.2,1.6,2.0,0.6,1.4,4.0,11.4
2009-04-22,8.4,0.4,0.2,3.2,4.2,6.8,7.4,2.0,19.6
2009-04-23,1.6,2.0,0.0,0.2,1.0,2.0,3.4,5.0,3.2
2009-04-24,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0
2009-04-25,0.4,0.0,0.4,0.6,0.0,0.4,0.0,0.4,0.8
2009-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,0.0,5.6,5.0,0.0,0.0,6.2,5.0,0.4,0.0
2009-05-01,0.0,5.6,2.6,0.0,0.0,5.6,3.2,0.2,0.0
2009-05-02,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-05-03,0.0,18.6,34.8,0.0,0.0,13.0,11.4,9.6,0.0
2009-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
2009-05-05,0.0,7.2,12.4,0.0,0.0,1.2,2.2,13.4,0.0
2009-05-06,0.0,6.0,0.6,0.0,0.0,0.8,0.8,11.4,1.2
2009-05-07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-05-08,0.0,1.2,3.4,0.0,0.0,0.0,0.0,0.4,0.0
2009-05-09,0.0,5.4,21.2,0.0,0.0,0.0,0.0,29.6,0.0
2009-05-10,0.0,0.0,2.2,0.0,0.0,0.8,1.0,4.4,0.2
2009-05-11,0.4,11.8,19.2,0.4,0.2,1.4,6.4,5.2,2.2
2009-05-12,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2009-05-13,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-19,1.0,2.6,0.4,0.0,0.0,2.6,3.8,3.0,1.4
2009-05-20,17.2,13.2,2.6,11.8,6.0,20.2,24.4,3.4,60.8
2009-05-21,46.4,3.8,0.6,8.2,7.0,27.2,21.0,5.8,2.2
2009-05-22,5.0,14.0,3.6,14.4,23.6,4.6,1.0,13.4,0.0
2009-05-23,15.8,32.7,5.6,30.0,32.6,17.6,26.4,19.8,13.0
2009-05-24,1.6,0.0,0.0,5.0,4.4,1.6,0.4,0.6,0.0
2009-05-25,0.2,2.0,0.0,0.2,0.2,0.0,0.0,1.0,0.0
2009-05-26,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,0.0
2009-05-27,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0
2009-05-28,14.2,0.0,0.4,2.6,2.0,3.6,3.8,0.0,4.2
2009-05-29,0.0,21.6,50.4,0.0,0.6,0.0,6.0,11.6,0.8
2009-05-30,0.0,2.6,30.2,0.2,0.0,15.0,16.0,11.8,0.0
2009-05-31,11.4,8.6,17.6,9.2,4.6,10.6,5.2,7.2,23.0
2009-06-01,0.4,0.0,0.0,0.4,1.0,0.6,0.2,0.0,0.0
2009-06-02,0.0,0.0,7.4,0.6,0.4,0.0,1.6,0.2,25.8
2009-06-03,8.6,3.4,5.6,7.6,6.6,8.0,7.4,0.0,57.4
2009-06-04,0.2,0.0,0.4,0.2,0.2,10.4,3.0,1.6,1.6
2009-06-05,0.0,0.4,0.8,0.0,0.0,0.6,0.0,0.6,0.0
2009-06-06,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
2009-06-07,1.2,0.0,0.0,1.2,0.6,0.2,0.8,0.2,0.0
2009-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2009-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-12,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-15,0.2,0.0,0.0,0.2,0.0,1.2,2.2,0.0,0.4
2009-06-16,0.0,0.0,0.8,0.2,0.0,0.6,0.0,0.0,11.8
2009-06-17,0.0,71.4,39.2,0.2,0.2,29.8,10.0,44.2,4.6
2009-06-18,0.6,12.2,7.6,0.2,1.0,7.8,5.8,6.2,16.4
2009-06-19,2.8,7.0,3.2,2.2,2.2,23.6,9.8,24.0,30.2
2009-06-20,1.4,22.0,5.2,1.4,2.6,0.2,0.4,9.8,0.0
2009-06-21,1.4,4.0,2.8,1.2,0.4,31.8,21.0,2.6,13.0
2009-06-22,0.0,23.6,23.8,11.4,13.8,12.2,12.6,23.0,5.2
2009-06-23,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.2,0.2
2009-06-24,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0
2009-06-25,0.6,0.2,0.0,0.2,0.4,0.0,0.2,0.0,0.0
2009-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-27,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-06-28,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-06-29,0.0,0.0,0.2,0.2,0.0,2.8,3.6,0.0,0.0
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-06,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-07-07,0.0,1.6,2.4,0.0,0.0,0.6,2.8,4.8,0.0
2009-07-08,1.2,7.2,24.4,2.0,0.0,13.8,19.0,9.8,7.8
2009-07-09,5.6,5.2,1.8,0.4,2.2,6.2,10.2,3.2,9.2
2009-07-10,1.8,2.0,3.0,1.8,1.0,8.8,4.6,1.4,18.8
2009-07-11,0.0,0.0,4.2,0.6,0.4,0.0,0.2,1.0,0.2
2009-07-12,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-07-13,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0
2009-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-16,0.2,0.0,0.0,0.2,0.0,0.0,1.2,0.2,0.0
2009-07-17,4.0,8.0,20.6,2.8,2.6,7.0,6.2,18.8,17.8
2009-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0
2009-07-19,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
2009-07-20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-23,1.6,3.4,2.6,1.4,1.4,3.6,3.0,4.6,0.6
2009-07-24,0.0,1.4,12.6,0.0,0.6,0.6,0.6,2.4,1.2
2009-07-25,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0
2009-07-26,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2009-07-27,5.2,2.0,2.8,5.0,7.8,12.2,9.4,2.6,3.6
2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-29,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-03,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-08-04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-07,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-08,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-10,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-12,3.0,0.0,3.2,5.2,5.8,4.2,4.8,0.4,3.8
2009-08-13,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-16,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-17,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-22,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4
2009-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-25,0.4,0.0,0.0,1.4,0.8,1.6,1.2,0.0,0.0
2009-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-29,0.0,0.2,0.0,0.4,0.0,0.0,0.2,0.6,0.4
2009-08-30,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.2
2009-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-04,7.6,8.0,8.2,4.0,4.0,6.0,4.6,7.4,4.6
2009-09-05,0.0,6.0,1.0,0.0,0.2,0.0,0.0,8.2,0.0
2009-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
2009-09-08,5.0,0.8,0.0,0.2,0.0,5.4,6.0,0.2,1.4
2009-09-09,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2
2009-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2009-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-17,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2
2009-09-18,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-21,1.0,0.0,1.8,0.0,0.0,0.0,1.4,1.2,0.0
2009-09-22,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
2009-09-23,12.6,0.0,1.6,9.0,0.0,4.4,10.6,3.2,7.8
2009-09-24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-03,4.2,4.4,8.6,6.0,0.0,12.6,7.0,1.8,23.4
2009-10-04,7.0,11.6,16.0,11.8,0.0,38.2,25.4,14.4,33.8
2009-10-05,0.0,2.4,6.2,3.6,0.0,3.4,2.0,4.6,12.2
2009-10-06,13.6,5.8,0.0,6.2,0.0,6.6,6.4,4.2,13.2
2009-10-07,0.2,0.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0
2009-10-08,0.4,0.0,0.0,0.0,0.8,2.2,2.2,0.0,3.0
2009-10-09,0.0,0.2,0.0,0.0,0.0,0.0,0.0,3.8,0.2
2009-10-10,0.8,8.0,16.2,0.2,0.0,24.4,12.8,20.0,6.6
2009-10-11,0.2,0.0,11.8,1.2,2.4,2.2,1.8,17.4,4.6
2009-10-12,0.0,3.2,0.8,0.6,0.4,0.0,0.4,7.0,0.0
2009-10-13,0.0,4.4,0.2,0.2,0.0,0.0,0.0,2.4,0.2
2009-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2009-10-15,1.8,1.4,0.0,0.4,0.0,0.0,0.4,0.0,0.0
2009-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-18,0.0,0.0,17.6,0.0,0.0,7.0,2.6,5.4,2.2
2009-10-19,0.0,0.0,0.0,0.2,0.0,1.0,0.4,0.0,0.0
2009-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.4
2009-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-26,14.6,16.8,0.0,19.0,18.4,73.2,70.6,10.4,36.8
2009-10-27,0.0,5.6,0.0,1.2,1.4,1.4,0.2,1.8,0.6
2009-10-28,0.0,0.0,0.0,0.4,0.2,0.6,0.0,0.0,0.0
2009-10-29,0.2,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0
2009-10-30,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2009-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-04,0.0,0.0,0.0,0.0,0.2,0.0,1.2,0.0,2.6
2009-11-05,0.2,0.0,0.0,0.6,0.6,0.0,1.4,0.0,2.2
2009-11-06,3.0,5.4,0.2,1.2,0.4,1.4,7.2,12.0,47.0
2009-11-07,2.4,2.6,0.0,2.2,0.6,4.2,4.8,1.8,1.0
2009-11-08,0.2,7.8,0.0,1.0,0.4,0.0,0.2,4.0,0.0
2009-11-09,0.8,4.2,0.0,2.0,8.4,0.8,1.6,50.6,1.0
2009-11-10,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
2009-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-13,0.0,1.8,0.0,1.6,0.4,4.0,1.0,1.2,0.6
2009-11-14,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2009-11-15,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-17,0.0,2.4,0.4,0.0,0.0,1.4,2.6,0.6,0.0
2009-11-18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0
